L_m,N_nodes,N_channels,cold_mdot_ratio,T_h_in_C,T_h_out_C,T_c_in_C,T_c_out_C,T_c_target_C,P_h_in_MPa,P_h_out_MPa,P_c_in_MPa,P_c_out_MPa,P_c_target_MPa,dP_h_kPa,dP_c_kPa,Q_total_W,Q_hot_W,Q_cold_W,U_avg_Wm2K,T_wall_hot_min_C,T_wall_hot_max_C,T_wall_cold_min_C,T_wall_cold_max_C,boiling_correlation,max_cold_quality,min_dryout_quality_x_di,dryout_cell_count,subcooled_boiling_cell_count,max_q_flux_wall_Wm2,max_q_flux_to_atm_CHF_ref,optimizer_converged,target_residual_K
1.9507277425130207,20,5000,0.1498253049895991,326.85,281.1171121130494,256.85,290.0,290.0,15.0,14.97230467289126,6.009032127458237,6.0,6.0,27.695327108738944,9.032127458237111,5364454.630520203,5364454.630520186,5364454.630520203,6917.148487633936,280.48425543145436,324.2423044129414,276.6803573945716,320.98893737971514,Chen,0.9991909765907543,0.7734937614834269,5,2,426610.6706606347,0.4266106706606347,True,0.0
